tmdb_id,title,popularity,vote_average,vote_count,budget,revenue,release_date,genres,Sentiment
49013,Cars 2,49.98659,5.8,2033,200000000,559852396,6/11/2011,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",-0.46
44912,Green Lantern,51.872839,5.1,2487,200000000,219851172,6/16/2011,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",0.52
10193,Toy Story 3,59.995418,7.6,4597,200000000,1066969703,6/16/2010,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",-0.86
534,Terminator Salvation,71.862892,5.9,2463,200000000,371353001,5/20/2009,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",-0.0
168259,Furious 7,102.322217,7.3,4176,190000000,1506249360,4/1/2015,"[{""id"": 28, ""name"": ""Action""}]",-0.84
72190,World War Z,81.834855,6.7,5560,200000000,531865000,6/20/2013,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",-0.05
127585,X-Men: Days of Future Past,118.078691,7.5,6032,250000000,747862775,5/15/2014,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",0.47
54138,Star Trek Into Darkness,78.291018,7.4,4418,190000000,467365246,5/5/2013,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",0.91
81005,Jack the Giant Slayer,43.349855,5.5,2598,195000000,197687603,2/27/2013,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",0.06
64682,The Great Gatsby,61.196071,7.3,3769,105000000,351040419,5/10/2013,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",-0.37
9543,Prince of Persia: The Sands of Time,62.169881,6.2,2317,150000000,335154643,5/19/2010,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",-0.51
68726,Pacific Rim,56.523205,6.7,4794,180000000,407602906,7/11/2013,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",0.82
38356,Transformers: Dark of the Moon,28.529607,6.1,3299,195000000,1123746996,6/28/2011,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",-0.76
217,Indiana Jones and the Kingdom of the Crystal Skull,75.674458,5.7,2495,185000000,786636033,5/21/2008,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",-0.42
105864,The Good Dinosaur,51.692953,6.6,1736,175000000,331926147,11/14/2015,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",0.88
62177,Brave,125.114374,6.7,4641,185000000,538983207,6/21/2012,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",-0.12
188927,Star Trek Beyond,65.352913,6.6,2568,185000000,343471816,7/7/2016,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",0.55
10681,WALL·E,66.390712,7.8,6296,180000000,521311860,6/22/2008,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",0.5
5174,Rush Hour 3,22.57178,6.1,783,140000000,258022233,8/8/2007,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",0.81
14161,2012,45.274225,5.6,4903,200000000,769653595,10/10/2009,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",-0.87
17979,A Christmas Carol,39.744242,6.6,1095,200000000,325233863,11/4/2009,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",-0.6
76757,Jupiter Ascending,85.36908,5.2,2768,176000003,183987723,2/4/2015,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",0.41
258489,The Legend of Tarzan,42.741719,5.5,2430,180000000,356743061,6/29/2016,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",0.07
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",67.391328,6.7,2629,180000000,748806957,12/7/2005,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",0.94
246655,X-Men: Apocalypse,139.272042,6.4,4721,178000000,543934787,5/18/2016,"[{""id"": 878, ""name"": ""Science Fiction""}]",-0.12
155,The Dark Knight,187.322927,8.2,12002,185000000,1004558444,7/16/2008,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",-0.96
14160,Up,92.201962,7.7,6870,175000000,735099082,5/13/2009,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",-0.11
15512,Monsters vs Aliens,36.167578,6.0,1423,175000000,381509870,3/19/2009,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",-0.38
1726,Iron Man,120.725053,7.4,8776,140000000,585174222,4/30/2008,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",0.76
44826,Hugo,32.319043,7.0,2141,170000000,185770160,11/22/2011,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",0.49
8487,Wild Wild West,40.748915,5.1,1020,170000000,222104681,6/29/1999,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 37, ""name"": ""Western""}]",0.45
1735,The Mummy: Tomb of the Dragon Emperor,60.034162,5.2,1387,145000000,401128639,7/1/2008,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",-0.29
297761,Suicide Squad,90.23792,5.9,7458,175000000,745000000,8/2/2016,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",0.63
2698,Evan Almighty,27.082182,5.3,1151,175000000,173000000,6/9/2007,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",0.01
137113,Edge of Tomorrow,79.456485,7.6,4858,178000000,370541256,5/27/2014,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",-0.54
9804,Waterworld,44.640292,5.9,992,175000000,264218220,7/28/1995,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",0.66
14869,G.I. Joe: The Rise of Cobra,32.852443,5.6,1962,175000000,302469017,8/4/2009,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",0.99
150540,Inside Out,128.655964,8.0,6560,175000000,857611174,6/9/2015,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",-0.56
278927,The Jungle Book,94.199316,6.7,2892,175000000,966550600,4/7/2016,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",-0.78
10138,Iron Man 2,77.300194,6.6,6849,200000000,623933331,4/28/2010,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",-0.4
58595,Snow White and the Huntsman,77.178973,5.8,3118,170000000,396600000,5/30/2012,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",-0.38
102651,Maleficent,110.620647,7.0,4496,180000000,758539785,5/28/2014,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",-0.95
119450,Dawn of the Planet of the Apes,243.791743,7.3,4410,170000000,710644566,6/26/2014,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",0.76
64686,47 Ronin,41.796339,5.9,1326,175000000,150962475,12/6/2013,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",-0.87
100402,Captain America: The Winter Soldier,72.225265,7.6,5764,170000000,714766572,3/20/2014,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",-0.9
10192,Shrek Forever After,44.041186,6.0,1959,165000000,752600867,5/16/2010,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",-0.88
158852,Tomorrowland,130.311355,6.2,2846,190000000,209154322,5/19/2015,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",0.08
177572,Big Hero 6,203.73459,7.8,6135,165000000,652105443,10/24/2014,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",0.14
82690,Wreck-It Ralph,62.341073,7.1,4570,165000000,471222889,11/1/2012,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",-0.76
5255,The Polar Express,47.323228,6.4,1474,165000000,305875730,11/10/2004,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",-0.49
47933,Independence Day: Resurgence,48.775723,4.9,2491,165000000,389681935,6/22/2016,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",0.54
10191,How to Train Your Dragon,67.263269,7.5,4227,165000000,494878759,3/5/2010,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",0.01
296,Terminator 3: Rise of the Machines,69.405188,5.9,2143,200000000,435000000,7/2/2003,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",-0.17
118340,Guardians of the Galaxy,481.098624,7.9,9742,170000000,773328629,7/30/2014,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",-0.81
157336,Interstellar,724.247784,8.1,10867,165000000,675120017,11/5/2014,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",-0.68
27205,Inception,167.58371,8.1,13752,160000000,825532764,7/14/2010,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]",-0.59
315011,Shin Godzilla,9.476999,6.5,143,15000000,77000000,7/29/2016,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",-0.29
49051,The Hobbit: An Unexpected Journey,108.849621,7.0,8297,250000000,1021103568,11/26/2012,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",-0.81
9799,The Fast and the Furious,6.909942,6.6,3428,38000000,207283925,6/22/2001,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",-0.49
4922,The Curious Case of Benjamin Button,60.269279,7.3,3292,150000000,333932083,11/24/2008,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",-0.86
49538,X-Men: First Class,3.195174,7.1,5181,160000000,353624124,5/24/2011,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",0.23
131634,The Hunger Games: Mockingjay - Part 2,127.284427,6.6,3984,160000000,653428261,11/18/2015,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",0.45
27022,The Sorcerer's Apprentice,35.580815,5.8,1470,150000000,215283742,7/13/2010,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",0.28
503,Poseidon,21.133748,5.5,583,160000000,181674817,5/12/2006,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",-0.6
241259,Alice Through the Looking Glass,56.268916,6.5,1725,170000000,299370084,5/25/2016,"[{""id"": 14, ""name"": ""Fantasy""}]",-0.36
810,Shrek the Third,42.986467,6.0,2278,160000000,798958165,5/17/2007,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",0.51
68735,Warcraft,63.148529,6.3,2268,160000000,433677183,5/25/2016,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",-0.63
87101,Terminator Genisys,202.042635,5.8,3631,155000000,440603537,6/23/2015,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",-0.81
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,49.661984,6.2,1514,155000000,415686217,8/13/2010,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",-0.92
676,Pearl Harbor,34.20669,6.6,1791,140000000,449220945,5/21/2001,"[{""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",0.34
1858,Transformers,25.468493,6.6,4040,150000000,709709780,6/27/2007,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",0.79
1966,Alexander,39.019229,5.6,927,155000000,167298192,11/21/2004,"[{""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",-0.29
675,Harry Potter and the Order of the Phoenix,78.144395,7.4,5494,150000000,938212738,6/28/2007,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}]",0.76
674,Harry Potter and the Goblet of Fire,101.250416,7.5,5608,150000000,895921036,11/5/2005,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",0.05
8960,Hancock,56.758411,6.2,2961,150000000,624029371,7/1/2008,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",0.59
6479,I Am Legend,70.867401,6.9,4853,150000000,585349010,12/14/2007,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",-0.05
